qid	miner	question	ground_truth	miner_answer
reverted	json-verity	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	{"chain":"base","chain_id":8453,"tx_hash":"0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71","status":"confirmed_revert","block_number":"50350965","from":"0x29e619b6006a97403990cc7da76bf23cf98aa2fb","to":"0x4a8c4de81714d81740514da9c5c4ee32ac5baf71","value_wei":"0","confidence":1,"canonical":"base|0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71|confirmed_revert|50350965|0x29e619b6006a97403990cc7da76bf23cf98aa2fb|0x4a8c4de81714d81740514da9c5c4ee32ac5baf71|0"}
reverted	json-degenlens	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	{"tx_hash":"0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71","chain":"base","status":"failed","block_number":50350965,"from_address":"0x29e619b6006a97403990cc7da76bf23cf98aa2fb","to_address":"0x4a8c4de81714d81740514da9c5c4ee32ac5baf71","value_wei":"0","value_native":0.0,"gas":30156,"gas_price_wei":"2028321664","input":"0x","classification":"unattributed","associations":[],"confidence":1.0,"verdict":"failed","reasoning":"Transaction resolved by chain RPC and classified as unattributed using 0 registry claim(s).","data_source":"live","method":"direct_rpc_lookup"}
reverted	json-wrong-value	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	{"chain":"base","chain_id":8453,"tx_hash":"0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71","status":"confirmed_revert","block_number":"50350966","from":"0x29e619b6006a97403990cc7da76bf23cf98aa2fb","to":"0x4a8c4de81714d81740514da9c5c4ee32ac5baf71","value_wei":"1000000000000000","confidence":1,"canonical":"base|0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71|confirmed_revert|50350966|0x29e619b6006a97403990cc7da76bf23cf98aa2fb|0x4a8c4de81714d81740514da9c5c4ee32ac5baf71|1000000000000000"}
reverted	json-truncated	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	{"tx_hash":"0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71","chain":"base","status":"failed","block_number":50350965,"from_address":"0x29e619b6006a97403990cc7da
reverted	prose-wrong-status	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base (chain id 8453) succeeded in block 50350965. It transferred 0 ETH (0 wei) from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to the recipient 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71. Gas used was 30156 at an effective gas price of 2028321664 wei, for a total fee of 61166068099584 wei.
reverted	json-error	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	{"schema_version":"1.0.0","chain_id":8453,"tx_hash":"0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71","state":"RPC_DISAGREEMENT","status":"error","canonical":null,"finality":{"required_confirmations":2,"confirmations":null,"reached":false},"effects":[],"evidence":{"block_number":null,"block_hash":null,"tx_from":null,"tx_to":null,"value_wei":null,"receipt_status":null,"provider":"n/a"},"error_code":"RPC_DISAGREEMENT","error_detail":"only primary provider responded; independent agreement required"}
reverted	json-vulnfeed	What are the details of transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base?	Transaction 0x2b2a28149edb1fd806557f4db3c6bf104b162b80499d39b9911c66a11622ff71 on Base reverted in block 50350965. It was sent from 0x29e619b6006a97403990cc7da76bf23cf98aa2fb to 0x4a8c4de81714d81740514da9c5c4ee32ac5baf71 and failed, with gas used 30156 at an effective gas price of 2028321664 wei, total fee 61166068099584 wei. It emitted 0 logs.	{"intent":"ONCHAIN_TX_LOOKUP","address":"0x4a8c4de81714d81740514da9c5c4ee32ac5baf71","risk_score":0.0,"rating":"clean","exploit_probability":0.02,"severity_counts":{"high":0,"medium":0,"low":0,"informational":6},"summary":"No high/medium/low severity issues detected.","findings":[{"title":"Assembly usage","impact":"informational","confidence":"high","description":"Address._functionCallWithValue(address,bytes,uint256,string) (@openzeppelin/contracts/utils/Address.sol#119-140) uses assembly - INLINE ASM","file":"@openzeppelin/contracts/utils/Address.sol","line_start":119},{"title":"Incorrect versions of Solidity","impact":"informational","confidence":"high","description":"Version constraint ^0.6.2 contains known severe issues - MissingSideEffectsOnSelectorAccess, DirtyBytesArrayToStorage, KeccakCaching","file":"contracts/FiatTokenProxy.sol","line_start":1}]}
transfer	prose-chainsight	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	The transaction transferred 0.044683899999999999 ETH from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to the recipient 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52 on Base, included in block 50350965.
transfer	prose-truvian	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base (chain id 8453) succeeded in block 50350965. It transferred 0.0446839 ETH (44683900000000000 wei) from 0xe629E3e57bA679BFB78E089bA0236f3D2D20D274 to the recipient 0xA21C6a7F97070B8AE4b315d5bC92c6594664CA52. Gas used was 21055 at an effective gas price of 40260260 wei, for a total fee of 0.000000848463550907 ETH (848463550907 wei, including 783776607 wei L1 data fee). The transaction emitted 0 logs.
transfer	json-verity	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	{"chain":"base","chain_id":8453,"tx_hash":"0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52","status":"confirmed_success","block_number":"50350965","from":"0xe629e3e57ba679bfb78e089ba0236f3d2d20d274","to":"0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52","value_wei":"44683900000000000","confidence":1,"canonical":"base|0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52|confirmed_success|50350965|0xe629e3e57ba679bfb78e089ba0236f3d2d20d274|0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52|44683900000000000"}
transfer	json-degenlens	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	{"tx_hash":"0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52","chain":"base","status":"confirmed","block_number":50350965,"from_address":"0xe629e3e57ba679bfb78e089ba0236f3d2d20d274","to_address":"0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52","value_wei":"44683900000000000","value_native":0.0446839,"gas":21055,"gas_price_wei":"40260260","input":"0x","classification":"unattributed","associations":[],"confidence":1.0,"verdict":"confirmed","reasoning":"Transaction resolved by chain RPC and classified as unattributed using 0 registry claim(s).","data_source":"live","method":"direct_rpc_lookup"}
transfer	json-wrong-value	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	{"chain":"base","chain_id":8453,"tx_hash":"0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52","status":"confirmed_success","block_number":"50350966","from":"0xe629e3e57ba679bfb78e089ba0236f3d2d20d274","to":"0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52","value_wei":"44683900000000001","confidence":1,"canonical":"base|0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52|confirmed_success|50350966|0xe629e3e57ba679bfb78e089ba0236f3d2d20d274|0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52|44683900000000001"}
transfer	json-truncated	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	{"tx_hash":"0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52","chain":"base","status":"confirmed","block_number":50350965,"from_address":"0xe629e3e57ba679bfb78e08
transfer	prose-wrong-status	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base (chain id 8453) reverted in block 50350965. It transferred 0.044683899999999999 ETH (44683900000000000 wei) from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to the recipient 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52. Gas used was 21055 at an effective gas price of 40260260 wei, for a total fee of 847679774300 wei.
transfer	json-error	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	{"schema_version":"1.0.0","chain_id":8453,"tx_hash":"0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52","state":"RPC_DISAGREEMENT","status":"error","canonical":null,"finality":{"required_confirmations":2,"confirmations":null,"reached":false},"effects":[],"evidence":{"block_number":null,"block_hash":null,"tx_from":null,"tx_to":null,"value_wei":null,"receipt_status":null,"provider":"n/a"},"error_code":"RPC_DISAGREEMENT","error_detail":"only primary provider responded; independent agreement required"}
transfer	json-vulnfeed	What are the details of transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base?	Transaction 0xc409c14b05de2aa438646bdfb5a000eb00f0d8eda4106dfc6d0066a4d8ceae52 on Base succeeded in block 50350965, from 0xe629e3e57ba679bfb78e089ba0236f3d2d20d274 to 0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52, transferring 0.044683899999999999 ETH (44683900000000000 wei), with gas used 21055 at an effective gas price of 40260260 wei, total fee 847679774300 wei. It emitted 0 logs.	{"intent":"ONCHAIN_TX_LOOKUP","address":"0xa21c6a7f97070b8ae4b315d5bc92c6594664ca52","risk_score":0.0,"rating":"clean","exploit_probability":0.02,"severity_counts":{"high":0,"medium":0,"low":0,"informational":6},"summary":"No high/medium/low severity issues detected.","findings":[{"title":"Assembly usage","impact":"informational","confidence":"high","description":"Address._functionCallWithValue(address,bytes,uint256,string) (@openzeppelin/contracts/utils/Address.sol#119-140) uses assembly - INLINE ASM","file":"@openzeppelin/contracts/utils/Address.sol","line_start":119},{"title":"Incorrect versions of Solidity","impact":"informational","confidence":"high","description":"Version constraint ^0.6.2 contains known severe issues - MissingSideEffectsOnSelectorAccess, DirtyBytesArrayToStorage, KeccakCaching","file":"contracts/FiatTokenProxy.sol","line_start":1}]}
zero_value	prose-chainsight	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	The transaction transferred 0 ETH from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to the recipient 0xd8119b4b10c58a3ffa93ba77f6633344e282036e on Base, included in block 50350965.
zero_value	prose-truvian	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base (chain id 8453) succeeded in block 50350965. It transferred 0 ETH (0 wei) from 0xD8119b4b10C58A3fFa93Ba77F6633344E282036E to the recipient 0xD8119b4b10C58A3fFa93Ba77F6633344E282036E. Gas used was 21000 at an effective gas price of 21759219 wei, for a total fee of 0.000000457727375607 ETH (457727375607 wei, including 783776607 wei L1 data fee). The transaction emitted 0 logs.
zero_value	json-verity	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	{"chain":"base","chain_id":8453,"tx_hash":"0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b","status":"confirmed_success","block_number":"50350965","from":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","to":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","value_wei":"0","confidence":1,"canonical":"base|0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b|confirmed_success|50350965|0xd8119b4b10c58a3ffa93ba77f6633344e282036e|0xd8119b4b10c58a3ffa93ba77f6633344e282036e|0"}
zero_value	json-degenlens	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	{"tx_hash":"0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b","chain":"base","status":"confirmed","block_number":50350965,"from_address":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","to_address":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","value_wei":"0","value_native":0.0,"gas":21000,"gas_price_wei":"21759219","input":"0x","classification":"unattributed","associations":[],"confidence":1.0,"verdict":"confirmed","reasoning":"Transaction resolved by chain RPC and classified as unattributed using 0 registry claim(s).","data_source":"live","method":"direct_rpc_lookup"}
zero_value	json-wrong-value	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	{"chain":"base","chain_id":8453,"tx_hash":"0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b","status":"confirmed_success","block_number":"50350966","from":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","to":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","value_wei":"1000000000000000","confidence":1,"canonical":"base|0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b|confirmed_success|50350966|0xd8119b4b10c58a3ffa93ba77f6633344e282036e|0xd8119b4b10c58a3ffa93ba77f6633344e282036e|1000000000000000"}
zero_value	json-truncated	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	{"tx_hash":"0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b","chain":"base","status":"confirmed","block_number":50350965,"from_address":"0xd8119b4b10c58a3ffa93ba
zero_value	prose-wrong-status	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base (chain id 8453) reverted in block 50350965. It transferred 0 ETH (0 wei) from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to the recipient 0xd8119b4b10c58a3ffa93ba77f6633344e282036e. Gas used was 21000 at an effective gas price of 21759219 wei, for a total fee of 456943599000 wei.
zero_value	json-error	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	{"schema_version":"1.0.0","chain_id":8453,"tx_hash":"0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b","state":"RPC_DISAGREEMENT","status":"error","canonical":null,"finality":{"required_confirmations":2,"confirmations":null,"reached":false},"effects":[],"evidence":{"block_number":null,"block_hash":null,"tx_from":null,"tx_to":null,"value_wei":null,"receipt_status":null,"provider":"n/a"},"error_code":"RPC_DISAGREEMENT","error_detail":"only primary provider responded; independent agreement required"}
zero_value	json-vulnfeed	What are the details of transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base?	Transaction 0x7d55a40ac1c8d80e487a31f7dcef9c0094724eba29e13f8d09ddb5edb17dcc8b on Base succeeded in block 50350965, from 0xd8119b4b10c58a3ffa93ba77f6633344e282036e to 0xd8119b4b10c58a3ffa93ba77f6633344e282036e, transferring 0 ETH (0 wei), with gas used 21000 at an effective gas price of 21759219 wei, total fee 456943599000 wei. It emitted 0 logs.	{"intent":"ONCHAIN_TX_LOOKUP","address":"0xd8119b4b10c58a3ffa93ba77f6633344e282036e","risk_score":0.0,"rating":"clean","exploit_probability":0.02,"severity_counts":{"high":0,"medium":0,"low":0,"informational":6},"summary":"No high/medium/low severity issues detected.","findings":[{"title":"Assembly usage","impact":"informational","confidence":"high","description":"Address._functionCallWithValue(address,bytes,uint256,string) (@openzeppelin/contracts/utils/Address.sol#119-140) uses assembly - INLINE ASM","file":"@openzeppelin/contracts/utils/Address.sol","line_start":119},{"title":"Incorrect versions of Solidity","impact":"informational","confidence":"high","description":"Version constraint ^0.6.2 contains known severe issues - MissingSideEffectsOnSelectorAccess, DirtyBytesArrayToStorage, KeccakCaching","file":"contracts/FiatTokenProxy.sol","line_start":1}]}
